2023-08-01,Task_Creation,93,100,93
2023-08-01,Dashboard,91,100,91
2023-08-01,Kanban_Board,91,100,91
2023-08-01,Gantt_Chart,49,100,49
2023-08-01,Integrations,43,100,43
2023-08-01,Reporting,38,100,38
2023-08-01,Time_Tracking,38,100,38
2023-09-01,Dashboard,96,104,92.3076923076923
2023-09-01,Task_Creation,95,104,91.3461538461538
2023-09-01,Kanban_Board,93,104,89.4230769230769
2023-09-01,Time_Tracking,46,104,44.2307692307692
2023-09-01,Integrations,45,104,43.2692307692308
2023-09-01,Reporting,40,104,38.4615384615385
2023-09-01,Gantt_Chart,38,104,36.5384615384615
2023-10-01,Dashboard,106,114,92.9824561403509
2023-10-01,Task_Creation,103,114,90.3508771929825
2023-10-01,Kanban_Board,97,114,85.0877192982456
2023-10-01,Gantt_Chart,54,114,47.3684210526316
2023-10-01,Reporting,53,114,46.4912280701754
2023-10-01,Time_Tracking,48,114,42.1052631578947
2023-10-01,Integrations,47,114,41.2280701754386
2023-11-01,Task_Creation,96,102,94.1176470588235
2023-11-01,Kanban_Board,93,102,91.1764705882353
2023-11-01,Dashboard,90,102,88.2352941176471
2023-11-01,Reporting,43,102,42.156862745098
2023-11-01,Gantt_Chart,42,102,41.1764705882353
2023-11-01,Integrations,33,102,32.3529411764706
2023-11-01,Time_Tracking,29,102,28.4313725490196
2023-12-01,Task_Creation,96,103,93.2038834951456
2023-12-01,Dashboard,94,103,91.2621359223301
2023-12-01,Kanban_Board,93,103,90.2912621359223
2023-12-01,Time_Tracking,46,103,44.6601941747573
2023-12-01,Gantt_Chart,44,103,42.7184466019417
2023-12-01,Integrations,38,103,36.8932038834951
2023-12-01,Reporting,38,103,36.8932038834951
2024-01-01,Task_Creation,106,111,95.4954954954955
2024-01-01,Kanban_Board,99,111,89.1891891891892
2024-01-01,Dashboard,99,111,89.1891891891892
2024-01-01,Time_Tracking,56,111,50.4504504504504
2024-01-01,Reporting,51,111,45.945945945946
2024-01-01,Gantt_Chart,50,111,45.045045045045
2024-01-01,Integrations,46,111,41.4414414414414
2024-02-01,Dashboard,82,89,92.1348314606742
2024-02-01,Kanban_Board,79,89,88.7640449438202
2024-02-01,Task_Creation,77,89,86.5168539325843
2024-02-01,Reporting,46,89,51.685393258427
2024-02-01,Time_Tracking,36,89,40.4494382022472
2024-02-01,Gantt_Chart,31,89,34.8314606741573
2024-02-01,Integrations,30,89,33.7078651685393
2024-03-01,Kanban_Board,109,118,92.3728813559322
2024-03-01,Dashboard,108,118,91.5254237288136
2024-03-01,Task_Creation,105,118,88.9830508474576
2024-03-01,Time_Tracking,50,118,42.3728813559322
2024-03-01,Reporting,48,118,40.6779661016949
2024-03-01,Integrations,44,118,37.2881355932203
2024-03-01,Gantt_Chart,42,118,35.5932203389831
2024-04-01,Task_Creation,109,117,93.1623931623932
2024-04-01,Dashboard,104,117,88.8888888888889
2024-04-01,Kanban_Board,100,117,85.4700854700855
2024-04-01,Gantt_Chart,51,117,43.5897435897436
2024-04-01,Reporting,47,117,40.1709401709402
2024-04-01,Integrations,45,117,38.4615384615385
2024-04-01,Time_Tracking,43,117,36.7521367521368
2024-05-01,Task_Creation,81,89,91.0112359550562
2024-05-01,Kanban_Board,79,89,88.7640449438202
2024-05-01,Dashboard,75,89,84.2696629213483
2024-05-01,Gantt_Chart,48,89,53.9325842696629
2024-05-01,Reporting,40,89,44.9438202247191
2024-05-01,Integrations,38,89,42.6966292134831
2024-05-01,Time_Tracking,32,89,35.9550561797753
2024-06-01,Kanban_Board,87,94,92.5531914893617
2024-06-01,Task_Creation,85,94,90.4255319148936
2024-06-01,Dashboard,84,94,89.3617021276596
2024-06-01,Time_Tracking,38,94,40.4255319148936
2024-06-01,Gantt_Chart,35,94,37.2340425531915
2024-06-01,Integrations,35,94,37.2340425531915
2024-06-01,Reporting,27,94,28.7234042553192
2024-07-01,Kanban_Board,103,113,91.1504424778761
2024-07-01,Task_Creation,96,113,84.9557522123894
2024-07-01,Dashboard,93,113,82.3008849557522
2024-07-01,Time_Tracking,44,113,38.9380530973451
2024-07-01,Gantt_Chart,39,113,34.5132743362832
2024-07-01,Reporting,34,113,30.0884955752212
2024-07-01,Integrations,33,113,29.2035398230089
2024-08-01,Task_Creation,66,71,92.9577464788732
2024-08-01,Kanban_Board,64,71,90.1408450704225
2024-08-01,Dashboard,64,71,90.1408450704225
2024-08-01,Integrations,28,71,39.4366197183099
2024-08-01,Time_Tracking,27,71,38.0281690140845
2024-08-01,Reporting,22,71,30.9859154929577
2024-08-01,Gantt_Chart,16,71,22.5352112676056
